account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account722,1,50000,27/7/17,8/8/17,practice1,offer56,NA,segment24,director51,manager110,source2,NA,ITA
account749,1,9000,6/7/17,11/7/17,practice3,offer24,NA,segment25,director162,manager78,source2,NA,USY
account254,1,38000,6/7/17,12/7/17,practice4,offer51,NA,segment19,director131,manager320,source7,NA,DHS
account597,0,1000000,27/7/17,7/11/17,practice2,offer29,sector1,segment5,director141,manager54,source7,NA,PSQ
account731,0,100000,27/7/17,11/9/17,practice1,offer56,NA,segment34,director70,manager222,source10,NA,UNA
account376,1,60750,27/7/17,22/8/17,practice4,offer44,sector4,NA,director126,manager97,source2,NA,HFO
account729,0,55000,27/7/17,29/8/17,practice1,offer54,NA,NA,director113,manager126,source10,NA,UCV
account446,1,83000,5/7/17,12/7/17,practice4,offer44,sector5,segment21,director131,manager17,source2,NA,LWB
account204,1,7000,5/7/17,18/7/17,practice3,offer33,NA,segment28,director120,manager239,source2,NA,COV
account255,0,2000000,5/7/17,12/9/17,practice3,offer35,NA,segment38,director79,manager158,source2,NA,DIM
account222,1,3000,5/7/17,18/7/17,practice3,offer36,NA,NA,director120,manager239,source2,NA,DFA
account231,1,12100,23/8/17,1/9/17,practice4,offer44,NA,segment19,director160,manager220,source3,NA,DHG
account241,0,400000,5/5/18,16/7/18,practice1,offer53,sector2,segment20,director138,manager17,NA,NA,DED
account550,1,9000,5/5/18,21/5/18,practice3,offer38,sector1,segment5,director162,manager284,NA,NA,PSN
account496,1,31900,3/5/18,7/5/18,practice1,offer56,NA,segment25,director100,manager209,NA,NA,MSH
account182,1,28175,3/5/18,24/5/18,practice3,offer29,sector6,segment19,director117,manager54,NA,NA,TCC
account59,1,6750,1/2/17,1/2/17,practice1,offer10,sector2,NA,director141,manager182,source2,NA,AQA
account228,0,20000,1/2/17,5/7/17,practice1,offer8,sector8,segment19,director29,manager32,source2,NA,DAF
account385,0,100000,1/2/17,4/4/17,practice1,offer8,sector6,segment29,director51,manager303,source2,NA,HDY
account244,0,300000,11/1/17,15/2/17,practice4,offer44,NA,segment17,director154,manager156,source2,NA,DSE
account731,0,50000,2/5/18,13/7/18,practice1,offer54,sector2,segment34,director169,manager317,NA,NA,UNA
account496,1,2500,2/5/18,15/5/18,practice1,offer56,NA,segment25,director100,manager320,NA,NA,MSH
account222,1,14500,2/5/18,18/5/18,practice3,offer42,sector6,NA,director120,manager239,NA,NA,DFA
account20,1,6000,8/2/17,28/2/17,practice1,offer10,sector5,segment32,director169,manager237,source2,NA,AME
account377,0,199000,25/1/17,8/3/17,practice4,offer51,sector4,segment19,director113,manager161,source2,NA,HDA
account400,1,13175,26/1/17,26/1/17,practice2,offer24,sector3,segment19,director162,manager306,source2,NA,PRT
account352,1,17000,24/3/17,24/3/17,practice3,offer33,sector8,segment17,director112,manager28,source2,NA,GCS
account753,1,69000,24/3/17,15/5/17,practice1,offer10,sector2,segment25,director28,manager14,source2,NA,UWA
account742,1,51800,10/3/17,4/4/17,practice4,offer44,sector2,segment25,director28,manager49,source2,NA,UND
account261,1,14000,10/3/17,10/3/17,practice1,offer8,sector7,segment28,director115,manager87,source2,NA,AGJ
account45,1,88550,10/3/17,6/4/17,practice1,offer8,sector4,NA,director122,manager283,source2,NA,AUS
account254,1,74636.36,27/1/17,17/2/17,practice4,offer50,sector5,segment19,director131,manager273,source2,NA,DHS
account278,1,1,25/8/17,18/9/17,practice4,offer44,sector1,segment37,director47,manager87,NA,NA,DIN
account318,1,13500,4/11/16,22/11/16,practice1,offer8,NA,segment16,director117,manager154,source2,NA,EMP
account237,1,72050,4/11/16,3/12/16,practice4,offer51,NA,segment20,director160,manager49,source2,NA,WDE
account241,0,100000,4/11/16,7/3/17,practice4,offer44,sector2,segment20,director141,manager182,source2,NA,DED
account524,0,25000,4/11/16,26/1/17,practice3,offer34,sector6,segment3,director127,manager247,source2,NA,NPG
account285,1,223875,4/11/16,19/11/16,practice4,offer44,sector1,segment45,director126,manager141,source2,NA,PMC
account218,1,88000,9/5/17,24/7/17,practice1,offer3,sector2,segment25,director2,manager225,source2,NA,DKU
account254,1,53582,9/5/17,10/5/17,practice4,offer44,sector5,segment19,director141,manager183,source2,NA,DHS
account361,1,24800,9/5/17,9/5/17,practice1,offer10,NA,segment17,director147,manager238,source2,NA,GBR
account117,1,80000,9/5/17,4/7/17,practice1,offer9,NA,segment31,director61,manager40,source2,NA,BBL
account691,0,9000,21/10/16,17/1/17,practice2,offer20,sector2,segment25,director159,manager28,source2,NA,SWU
account81,1,2800,21/10/16,21/10/16,practice1,offer10,NA,segment19,director83,manager28,source2,NA,AIH
account721,1,2900,12/10/16,19/10/16,practice1,offer8,sector3,segment19,director34,manager181,source2,NA,TAC
account192,1,60000,22/10/16,9/11/16,practice3,offer33,sector5,segment16,director5,manager11,source2,NA,COT
account541,1,1,22/10/16,22/10/16,practice4,offer44,NA,segment27,director124,manager245,source2,NA,NUK
account601,1,35000,10/5/17,22/5/17,practice1,offer9,sector3,segment44,director111,manager314,source2,NA,QIC
account182,0,80000,10/5/17,5/7/17,practice1,offer8,sector6,segment19,director117,manager35,source2,NA,TCC
account543,1,22750,10/5/17,12/5/17,practice1,offer8,sector1,segment14,director115,manager87,source2,NA,IIN
account241,0,160300,8/5/17,11/7/17,practice4,offer45,sector2,segment20,director141,manager22,source2,NA,DED
account322,0,150000,8/5/17,9/6/17,practice4,offer45,sector8,segment17,director26,manager275,source2,NA,EPA
account259,0,NA,8/5/17,9/11/17,practice4,offer51,sector8,segment24,director26,manager229,source2,NA,DTR
account254,0,200000,8/5/17,13/6/17,practice4,offer51,sector5,segment19,director26,manager275,source2,NA,DHS
account241,1,9000,8/5/17,30/8/17,practice3,offer34,sector2,segment20,director141,manager179,source2,NA,DED
account367,1,300000,8/5/17,6/6/17,practice4,offer44,sector2,segment25,director74,manager219,source2,NA,GRF
account550,1,160000,8/5/17,26/6/17,practice3,offer34,sector1,segment5,director162,manager68,source2,NA,PSN
account598,0,10000,6/2/18,24/2/18,practice4,offer44,NA,segment24,director26,manager214,NA,NA,PTV
account645,1,1280,6/2/18,13/2/18,practice3,offer37,NA,segment8,director93,manager193,NA,NA,STC
account256,1,16400,6/2/18,14/2/18,practice1,offer53,NA,segment19,director14,manager23,NA,NA,DHP
account705,1,39500,6/2/18,4/4/18,practice3,offer30,sector1,segment44,director111,manager255,NA,NA,TPT
account559,0,175000,1/2/18,23/4/18,practice1,offer44,NA,segment17,director167,manager97,source1,NA,DCL
account182,1,66000,1/2/18,7/3/18,practice3,offer30,sector6,segment19,director117,manager54,NA,NA,TCC
account743,1,170000,1/2/18,1/2/18,practice1,offer54,NA,segment25,director143,manager165,NA,NA,UNS
account567,1,36363.64,1/2/18,20/2/18,practice3,offer42,NA,segment46,director112,manager204,source2,NA,FPV
account499,0,11600,3/2/18,10/5/18,practice1,offer54,sector4,NA,director10,manager93,NA,NA,MSL
account100,0,150000,3/2/18,28/11/18,practice1,offer12,NA,segment40,director83,manager136,NA,NA,ASP
account109,1,15300,3/2/18,15/2/18,practice4,offer44,NA,segment28,director26,manager320,NA,NA,BCH
account264,0,240000,3/2/18,18/4/18,practice1,offer43,NA,segment28,director138,manager198,NA,NA,DJU
account765,1,90000,3/2/18,9/2/18,practice3,offer43,NA,segment15,director131,manager72,source2,NA,VPL
account509,1,63000,1/2/18,5/2/18,practice1,offer53,sector3,NA,director111,manager45,NA,NA,NAF
account784,1,116400,2/2/18,14/2/18,practice1,offer53,NA,segment13,director169,manager253,NA,NA,VSA
account339,1,4000,2/2/18,6/2/18,practice1,offer53,NA,NA,director169,manager195,source8,NA,FMC
account439,0,109091,5/2/18,7/3/18,practice3,offer37,sector3,NA,director112,manager231,NA,NA,LWI
account241,1,3300,2/2/18,6/2/18,practice1,offer43,NA,segment20,director100,manager320,NA,NA,DED
account240,1,5500,2/2/18,6/2/18,practice1,offer56,NA,segment20,director154,manager194,source2,NA,DEW
account218,1,30000,2/2/18,7/2/18,practice1,offer54,NA,segment25,director143,manager183,source5,NA,DKU
account241,0,18000,28/10/16,7/3/17,practice2,offer20,sector2,segment20,director141,manager100,source2,NA,DED
account332,1,158600,29/11/16,30/6/17,practice3,offer35,NA,NA,director162,manager161,source2,NA,FWO
account419,1,2875,15/6/16,15/6/16,practice1,offer10,sector5,segment16,director94,manager198,source2,NA,JAL
account491,1,33740,18/10/18,2/11/18,practice1,offer11,NA,segment31,director78,manager123,source5,Sole sourced,MAO
account763,1,32040.63,18/10/18,19/10/18,practice4,offer50,NA,segment24,director151,manager280,NA,NA,VCR
account264,0,100000,18/10/18,27/11/18,practice4,offer50,NA,segment28,director131,manager257,source7,Competitive,DJU
account96,1,15455,18/10/18,25/10/18,practice3,offer38,sector3,segment36,director102,manager76,source3,Sole sourced,AUN
account258,1,50000,23/10/18,23/11/18,practice1,offer53,NA,segment14,director5,manager151,source11,Competitive,DIT
account219,0,150000,6/6/18,14/7/18,practice1,offer56,sector1,segment14,director83,manager126,NA,NA,DEJ
account273,0,1293800,11/6/18,6/10/18,practice1,offer56,NA,segment45,director26,manager219,NA,NA,DPQ
account241,1,155750,18/6/18,14/8/18,practice4,offer43,NA,segment20,director154,manager17,NA,Competitive,DED
account548,1,17440,18/6/18,2/7/18,practice4,offer44,NA,segment19,director55,manager109,source8,Sole sourced,DOH
account548,1,21325,18/6/18,7/11/18,practice4,offer44,NA,segment19,director55,manager117,NA,Sole sourced,DOH
account541,1,1,25/5/18,25/5/18,practice3,offer41,NA,segment27,director124,manager245,NA,NA,NUK
account501,1,29875,8/6/18,20/6/18,practice1,offer56,NA,segment25,director28,manager49,NA,NA,MUR
account514,1,10290,24/8/17,24/8/17,practice2,offer41,NA,segment13,director141,manager207,NA,NA,NDI
account719,1,8000,24/8/17,5/9/17,practice1,offer56,sector4,segment22,director117,manager154,NA,NA,THB
account253,1,9000,4/1/17,12/1/17,practice3,offer35,sector5,segment19,director122,manager156,source2,NA,DHV
account580,1,52500,4/1/17,3/2/17,practice2,offer24,sector3,NA,director159,manager291,source2,NA,PEX
account257,1,15000,8/5/18,21/5/18,practice3,offer30,sector5,segment19,director61,manager32,NA,NA,HSF
account761,0,50000,29/7/17,29/9/17,practice4,offer43,NA,segment28,director26,manager320,source10,NA,VGR
account251,0,500000,29/7/17,4/10/17,practice4,offer44,NA,segment19,director113,manager97,source2,NA,DHA
account778,0,80000,29/7/17,29/9/17,practice4,offer29,NA,segment24,director50,manager305,source10,NA,VPA
account496,1,18900,18/5/17,3/10/17,practice3,offer36,sector2,segment25,director134,manager209,source2,NA,MSH
account496,0,25000,18/5/17,29/9/17,practice1,offer10,sector2,segment25,director100,manager165,source2,NA,MSH
account541,1,4000,15/5/18,15/5/18,practice1,offer56,NA,segment27,director158,manager165,NA,NA,NUK
account580,0,20000,5/1/17,2/10/17,practice1,offer10,sector3,NA,director159,manager144,source2,NA,PEX
account164,1,5900,20/11/18,21/11/18,practice3,offer41,NA,NA,director61,manager247,source2,Sole sourced,CCB
account780,1,1960,24/1/17,4/2/17,practice4,offer44,sector5,NA,director131,manager179,source2,NA,VRG
account259,1,50000,24/1/17,6/2/17,practice2,offer24,sector8,segment24,director112,manager28,source2,NA,DTR
account241,1,4500,24/1/17,24/1/17,practice1,offer10,sector2,segment20,director52,manager165,source2,NA,DED
account272,0,60000,24/1/17,28/3/17,practice4,offer44,sector1,segment45,director26,manager97,source2,NA,DPC
account246,1,9090,5/1/17,5/1/17,practice4,offer44,sector1,segment14,director126,manager246,source2,NA,DOF
account56,1,25950,5/1/17,12/1/17,practice1,offer44,sector1,segment6,director126,manager272,source2,NA,ABS
account749,1,2000,20/5/17,20/5/17,practice3,offer36,sector2,segment25,director36,manager70,source2,NA,USY
account277,1,20305,20/5/17,1/6/17,practice4,offer44,sector8,segment2,director160,manager49,source2,NA,DRD
account251,1,296570,1/7/16,11/8/16,practice4,offer51,sector4,segment19,director85,manager290,source2,NA,DHA
account548,0,250000,1/7/16,21/10/16,practice4,offer51,sector4,segment19,director85,manager290,source11,NA,DOH
account740,1,70400,1/7/16,18/7/16,practice1,offer10,sector2,segment25,director33,manager178,source2,NA,UME
account541,1,1000,10/5/18,10/5/18,practice3,offer37,NA,segment27,director155,manager291,NA,NA,NUK
account205,1,109500,11/5/18,22/6/18,practice4,offer44,sector7,segment28,director26,manager307,NA,NA,CTS
account160,1,36500,8/5/18,10/5/18,practice4,offer44,NA,NA,director126,manager272,NA,NA,CCN
account235,0,150000,19/5/17,17/7/17,practice4,offer44,sector2,segment20,director74,manager126,source2,NA,QDE
account377,0,25000,19/5/17,18/7/17,practice4,offer44,sector4,segment19,director61,manager116,source2,NA,HDA
account10,1,150970,11/8/16,17/10/16,practice3,offer36,sector4,NA,director1,manager311,source2,NA,AFX
account272,1,82091,11/8/16,27/8/16,practice4,offer44,sector1,segment45,director141,manager182,source2,NA,DPC
account514,1,15750,11/8/16,20/8/16,practice4,offer44,sector5,segment13,director141,manager182,source2,NA,NDI
account749,0,2000000,25/8/17,22/9/17,practice3,offer42,NA,segment25,director135,manager273,NA,NA,USY
account264,1,11500,17/5/18,18/7/18,practice1,offer53,sector7,segment28,director147,manager123,NA,NA,DJU
account264,0,150000,17/5/18,3/7/18,practice4,offer43,NA,segment28,director26,manager320,source7,Competitive,DJU
account785,1,183250,17/5/18,31/12/18,practice4,offer54,NA,segment19,director60,manager115,source8,NA,COU
account56,1,548181.8,16/3/17,19/4/17,practice3,offer35,sector1,segment6,director79,manager11,source2,NA,ABS
account784,1,15000,12/4/17,28/4/17,practice1,offer10,sector5,segment13,director169,manager253,source2,NA,VSA
account748,0,100000,12/4/17,5/2/18,practice3,offer33,sector2,NA,director158,manager2,source2,NA,UOS
account253,0,80000,12/4/17,5/2/18,practice1,offer9,NA,segment19,director83,manager28,source2,NA,DHV
account220,0,226000,12/4/17,11/4/17,practice2,offer22,NA,segment41,director23,manager70,source2,NA,DII
account245,1,2000,12/4/17,12/4/17,practice3,offer36,sector5,segment19,director36,manager70,source2,NA,HSN
account241,1,191500,11/4/17,21/4/17,practice4,offer51,sector2,segment20,director52,manager281,source2,NA,DED
account241,0,25000,11/4/17,23/10/17,practice4,offer51,NA,segment20,director52,manager281,source2,NA,DED
account548,0,100000,11/4/17,10/5/17,practice1,offer8,NA,segment19,director165,manager279,source2,NA,DOH
account265,1,8100,11/8/16,31/8/16,practice3,offer35,sector8,segment19,director111,manager173,source2,NA,DIP
account253,1,480800,11/8/16,16/9/16,practice1,offer10,sector4,segment19,director122,manager226,source2,NA,DHV
account596,0,75000,11/8/16,8/9/16,practice2,offer20,sector1,segment5,director162,manager49,source2,NA,PSC
account414,1,536000,18/5/18,21/6/18,practice1,offer54,sector2,segment25,director34,manager273,source3,NA,JCU
account292,1,90000,18/5/18,5/6/18,practice4,offer44,sector4,segment19,director4,manager6,NA,NA,DVA
account3,1,9090.9,18/5/18,6/6/18,practice1,offer54,sector4,NA,director60,manager115,NA,NA,HAC
account149,1,7062.5,27/10/16,27/10/16,practice4,offer44,sector4,NA,director141,manager182,source2,NA,CRT
account295,1,249000,27/10/16,14/11/16,practice1,offer3,NA,NA,director51,manager63,source5,NA,DPK
account423,1,18175,27/10/16,27/10/16,practice4,offer46,sector5,NA,director115,manager213,source2,NA,JRI
account17,1,5300,27/10/16,7/11/16,practice4,offer44,NA,segment26,director26,manager181,source2,NA,ALZ
account786,1,58000,27/10/16,27/10/16,practice4,offer45,sector5,segment13,director160,manager268,source2,NA,WAD
account241,0,1,8/11/16,7/12/18,practice2,offer24,sector2,segment20,director26,manager181,source2,NA,DED
account484,1,4200,8/11/16,8/11/16,practice1,offer10,sector8,segment43,director147,manager238,source2,NA,MWA
account482,1,5000,8/11/16,8/11/16,practice1,offer10,sector2,segment25,director52,manager165,source2,NA,NMI
account500,1,2300,20/10/16,20/10/16,practice1,offer3,sector6,NA,director30,manager238,source2,NA,MAV
account265,1,123280,20/10/16,5/11/16,practice3,offer33,sector8,segment19,director111,manager219,source2,NA,DIP
account691,1,69750,14/10/16,18/10/16,practice1,offer5,sector2,segment25,director34,manager146,source2,NA,SWU
account618,0,20000,14/10/16,14/10/16,practice1,offer3,sector3,segment26,director78,manager127,source2,NA,RCV
account646,1,30000,14/11/16,17/11/16,practice3,offer36,sector4,segment1,director1,manager52,source2,NA,SBV
account263,1,67050,15/2/18,30/4/18,practice3,offer40,sector6,segment28,director14,manager23,NA,NA,DJQ
account607,1,556400,15/2/18,30/4/18,practice1,offer12,NA,segment19,director78,manager217,NA,NA,QDH
account263,1,90000,15/2/18,13/4/18,practice3,offer41,NA,segment28,director26,manager54,NA,NA,DJQ
account54,1,7500,15/2/18,7/3/18,practice3,offer41,sector3,NA,director162,manager306,NA,NA,ABA
account256,0,50000,15/2/18,9/3/18,practice1,offer12,sector6,segment19,director117,manager184,NA,NA,DHP
account722,0,220000,20/10/16,18/1/17,practice1,offer8,sector8,segment24,director51,manager101,source2,NA,ITA
account510,1,137272.73,20/10/16,11/11/16,practice3,offer35,sector1,segment6,director79,manager5,source2,NA,NAA
account251,0,150000,20/10/16,18/1/17,practice1,offer8,sector4,segment19,director29,manager279,source2,NA,DHA
account175,1,30000,25/10/16,27/10/16,practice1,offer10,sector2,segment25,director169,manager165,source2,NA,CHI
account416,0,150000,25/10/16,29/11/16,practice4,offer51,sector5,segment1,director131,manager139,source2,NA,JWC
account260,0,180000,8/3/18,14/4/18,practice4,offer44,sector1,segment14,director152,manager248,NA,NA,DEM
account750,1,60000,8/3/18,3/4/18,practice1,offer56,NA,segment25,director81,manager2,NA,NA,UTA
account255,1,335747,13/2/18,16/3/18,practice3,offer56,NA,segment38,director79,manager32,NA,NA,DIM
account390,1,37200,13/2/18,20/3/18,practice1,offer12,NA,NA,director131,manager187,NA,NA,HAU
